[2024-11-08 10:15:26] WARNING: E_WARNING: rename(data\tmp\tmpCE14.tmp,data/cache/application/ormMetadata.php): Access is denied (code: 5)
[2024-11-08 10:15:29] WARNING: E_WARNING: rename(data\tmp\tmpDA72.tmp,data/cache/application/classmapControllers.php): Access is denied (code: 5)
[2024-11-08 10:18:05] WARNING: E_WARNING: file_put_contents(data/cache/application/slim-routes.php): Failed to open stream: No such file or directory
[2024-11-08 18:52:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:52:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:53:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:53:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:54:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:54:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:55:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:55:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:56:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:56:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:57:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:57:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:58:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:58:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:59:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 18:59:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 19:00:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 19:00:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 19:01:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 19:01:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 19:02:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 19:02:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 19:03:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 19:03:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 19:04:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 19:04:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 19:05:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 19:05:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 19:06:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 19:06:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 19:07:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 19:07:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 19:08:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 19:08:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 19:09:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 19:09:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 19:10:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 19:10:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 19:11:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 19:11:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 19:12:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 19:12:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 19:13:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 19:13:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 19:14:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 19:14:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 19:15:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 19:15:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 19:16:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 19:16:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 19:17:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 19:17:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 19:18:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
[2024-11-08 19:18:07] ERROR: (0) Uncaught Exception JsonException: "JSON syntax error in 'custom\Espo\Modules\ManagerOfStore\Resources\metadata\clientDefs/Category.json'." at C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php line 240 :: C:\MAMP\htdocs\EspoCRM-8.4.2\application\Espo\Core\Utils\File\Unifier.php(240)
